L7	IL7	IL41	IL46	IL59	IL65	IL68	IL77	IL139	IL148	IL157	IL159	IL167	IL170	IL174	IL181	IL184	IL185	IL186	IL10	IL24	IL42	IL48	IL54	IL62	IL70	IL72	IL81	IL84	IL85	IL92	IL94	IL96	IL98	IL111	IL112	IL114	IL143	IL144	IL146	IL151	IL162	IL187	IL188	IL5	IL6	IL30	IL36	IL39	IL51	IL53	IL69	IL82	IL93	IL103	IL105	IL122	IL126	IL128	IL129	IL134	IL149	IL154	IL164	IL168	IL177	IL178	IL179	IL180	IL189	IL15	IL21	IL28	IL33	IL50	IL56	IL74	IL88	IL107	IL117	IL131	IL132	IL135	IL137	IL138	IL150	IL152	IL155	IL161	IL173	IL3	IL16	IL19	IL26	IL31	IL32	IL55	IL60	IL64	IL66	IL67	IL76	IL83	IL87	IL95	IL99	IL110	IL119	IL136	IL141	IL166	IL175	IL176	IL182	IL8	IL13	IL20	IL27	IL34	IL47	IL57	IL58	IL61	IL71	IL86	IL100	IL106	IL108	IL109	IL113	IL115	IL118	IL120	IL125	IL130	IL133	IL142	IL158	IL165	IL172	IL11	IL12	IL22	IL29	IL45	IL52	IL80	IL89	IL101	IL123	IL147	IL153	IL156	IL160	IL163	IL171	IL183	IL190	IL2	IL9	IL14	IL17	IL18	IL23	IL35	IL37	IL38	IL40	IL43	IL44	IL63	IL75	IL78	IL79	IL90	IL91	IL102	IL104	IL116	IL124	IL127	IL140	IL4	IL49	IL73	IL97	IL121	IL145	IL169
Pauljensenia sp000308055	12.6577	53.1077	0	13.0473	42.3115	17.8823	29.4831	121.152	31.7677	10.9275	23.2238	76.72	201.138	41.6577	52.0031	166.543	41.65	7.72778	4.204	36.1889	0	124.81	177.877	118.978	46.5147	130.686	155.934	244.237	233.756	29.2163	48.4484	264.502	0	320.539	27.0616	161.495	11.375	390.082	449.337	29.5826	7.03412	0	28.8042	4.281	0	0	0	0	0	0	6.86778	7.95143	19.0407	0	0	0	12.775	0	0	0	11.0923	8.44455	8.455	5.413	6.79167	0	6.13667	0	10.9963	191.753	51.5786	101.001	25.6675	9.39091	41.8333	0	926.001	0	0	10.811	87.1793	0	20.4209	58.1754	93.1007	36.9429	62.9871	0	624.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.7567	6.575	7.30444	38.7633	52.6917	8.01	45.695	134.314	111.293	76.0683	70.9542	84.3108	105.621	23.075	122.571	53.3075	27.0642	47.7967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella pneumoniae	7.71727	218.171	0	5.111	11.3791	0	0	0	179.294	0	0	0	0	0	0	0	0	0	5.98969	0	0	3.346	27.9734	15.3618	0	0	0	0	0	0	0	0	0	0	0	2.81889	0	0	0	0	0	0	0	8.7117	20659	2220.52	0	278.4	541.29	15756.5	0	0	9.855	15124.1	11.7504	0	0	0	0	2147.89	12065.3	7612.22	2885.13	14731.7	3063.19	12117.5	926.844	2227.13	994.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0302	0	0	19.3846	0	0	5.587	0	0	0	0	7.41261	0	0	0	0	0	0	172.982	0	0	233.456	0	0	0	0	0	0	0	0
Pauljensenia sp018382595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.8522	0	128.889	221.411	132.931	41.9544	185.814	191.909	273.821	399.664	80.9056	131.922	316.813	0	486.163	56.0911	227.817	0	438.648	453.513	48.8267	6.78111	0	33.2044	0	0	0	0	0	0	0	0	0	42.8233	0	0	0	89.3315	0	0	0	0	0	0	0	0	0	0	0	0	385.518	113.386	64.7468	15.21	8.27833	29.1756	0	399.275	0	0	17.1557	73.7016	0	13.9906	38.26	68.3764	26.4376	37.988	0	248.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5896	445.505	134.503	487.64	27.64	7.52826	0	226.974	71.4429	443.467	72.1082	333.97	103.125	41.3632	243.471	241.545	77.0168	283.448	159.876	5.7905	26.9096	44.2431	0	6.59	0	0	0	0	0	0	0
Pauljensenia odontolytica_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84071	14.4952	0	50.9723	78.8943	63.6831	19.4043	101.985	64.7386	80.0877	134.251	33.0791	42.5338	111.277	0	206.014	20.1349	101.588	4.95708	173.556	147.473	30.7969	5.93813	0	14.2226	8.12138	0	0	0	0	0	0	13.3131	12.7637	34.3607	6.18	4.95905	10.6097	40.6648	0	0	0	29.1283	21.7162	16.4057	14.7634	22.0376	10.5211	8.06	4.875	19.1679	213.055	79.7433	79.71	0	0	41.3144	0	422.718	0	0	0	109.151	0	0	0	96.752	0	0	0	274.875	14.2608	38.3211	37.7606	8.10158	14.5637	7.52621	11.4557	31.2959	26.2032	35.324	9.235	14.0704	17.4705	26.2052	11.3108	29.0181	0	19.1812	20.3504	67.0565	6.3112	0	29.9832	64.1335	36.1847	48.9511	9.8028	13.356	8.01724	30.7589	64.843	41.9375	23.0667	10.7953	38.6014	55.3419	50.6276	32.5724	40.147	88.5846	0	59.2046	77.9038	9.15394	41.438	0	28.3044	31.4532	19.224	11.2007	44.6634	11.3154	8.27966	83.7254	28.3263	8.02107	63.7297	91.904	184.792	40.0531	94.1826	40.662	89.3437	40.3679	79.5814	98.3849	50.9169	27.7626	7.41545	59.6315	43.3874	66.3415	10.9071	4.95368	0	38.431	14.1532	60.4015	23.3433	95.7277	29.2846	11.6187	40.4592	72.1982	14.4629	41.1289	33.6238	4.62917	10.3779	102.358	7.04889	0	0	0	0	0	0	0	0
Pauljensenia sp902373545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.64667	43.5494	0	188.294	153.629	266.186	95.9478	211.912	190.553	275.159	253.311	46.3728	79.1389	416.217	0	350.096	34.7494	191.749	6.78571	483.709	293.667	96.0856	6.40588	0	34.415	31.3325	5.9825	10.5735	0	8.44	7.06562	7.1125	98.5765	72.54	55.014	16.4963	17.699	85.47	210.786	0	0	6.68471	101.342	97.4285	90.388	30.406	51.1465	25.936	34.4285	20.4915	82.529	370.835	1359.25	65.0871	34.7718	0	133.27	0	425.497	0	0	0	89.5924	0	0	42.7738	76.8865	39.3507	54.5773	0	384.572	222.061	848.97	702.118	32.2805	84.1109	65.93	241.748	208.896	275.968	169.795	43.2132	219.811	291.926	539.015	66.6882	180.193	0	105.507	123.445	1303.87	65.4905	7.184	290.342	1017.18	129.794	308.425	18.2091	30.2217	15.3117	185.735	400.273	269.929	98.1831	23.4042	171.73	309.002	273.122	200.05	259.97	408.626	4.84727	341.633	301.99	18.2596	223.15	3.8975	191.907	137.586	70.7704	32.9221	52.6039	132.024	6.13941	737.573	63.92	7.51318	696.295	107.396	1734.62	38.66	921.793	57.6291	105.974	555.599	86.5313	1220.67	623.718	36.5904	0	441.763	143.041	386.998	37.261	7.87154	0	198.674	54.33	374.997	148.874	324.584	64.6361	44.043	229.619	204.552	83.4878	291.055	158.587	6.28222	74.7978	349.459	6.18063	0	0	0	0	0	0	0	0
Pauljensenia sp000466265	309.755	600.896	0	90.435	770.327	288.849	203.736	2712.63	262.119	70.7431	593.142	1785.6	694.652	281.463	295.242	588.219	2000.5	64.6863	4.23333	32.9138	0	129.266	155.21	206.941	55.9181	174.183	165.656	248.525	269.347	51.6606	77.8567	305.939	0	334.131	43.3007	176.394	0	349.729	310.378	60.3081	0	0	34.3319	34.927	0	0	0	0	0	0	80.76	91.1582	82.73	25.639	26.9656	74.3433	1084.17	0	0	0	185.037	130.18	130.09	55.5664	103.719	43.4745	0	0	127.807	963.405	452.846	179.628	42.9356	11.1623	368.835	0	1186.31	6.35333	0	19.3575	221.038	0	30.66	67.1994	164.001	78.9169	108.523	0	1042.74	101.39	414.119	0	0	0	0	0	0	0	145.236	0	0	131.634	0	0	0	0	0	0	519.598	0	0	0	0	204.547	309.458	23.77	76.4476	24.5305	154.506	775.226	196.789	100.23	27.1665	388.402	522.548	296.783	166.028	231.142	732.995	5.03071	2217.37	307.136	12.6208	310.591	3.63333	133.12	238.779	84.6667	40.7357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.6395	1410.52	412.16	1425.98	95.152	25.0359	0	466.17	117.17	1417.59	361.851	938.876	194.554	113.022	776.348	718.339	219.158	1110.24	515.755	9.99765	141.14	476.596	8.89273	6.91333	0	0	0	0	0	0	0
Streptococcus salivarius	351.707	1154.46	0	41.7373	245.199	92.3608	215.197	1028.33	117.562	62.6018	619.037	813.582	873.382	371.9	396.672	334.684	721.965	72.1769	6.274	17.256	0	324.541	240.395	177.383	147.37	385.756	120.468	224.625	322.975	61.5709	24.873	206.814	1113.88	645.355	25.463	638.979	19.2218	244.454	418.55	843.307	7.39111	0	76.7491	197.458	39.4456	126.784	0	35.8031	82.4256	171.209	520.076	413.598	97.5306	247.998	67.416	217.071	998.867	11.67	0	235.037	323.441	307.849	690.725	169.143	253.995	119.036	157.581	76.6367	837.636	381.598	851.434	311.555	48.626	16.071	320.236	2.824	1019.16	1185.71	0	135.278	269.005	8.425	83.6265	71.0245	127.401	113.861	119.752	0	1318.68	45.4308	162.495	115.139	1748.05	428.732	83.9392	29.3346	912.607	590.583	117.485	10.05	26.7315	31.3177	82.0067	280	405.784	0	391.138	353.715	406.418	30.3364	0	98.1525	361.253	98.448	134.624	18.8289	19.964	11.126	141.634	133.558	209.59	76.995	23.611	199.392	101.783	114.914	97.767	303.025	189.353	0	2601.23	71.991	162.5	127.131	0	180.147	45.117	22.9511	19.479	1111.92	2362.28	16.5933	1039.27	1523.85	227.833	4110.18	1880.27	2695.63	765.416	1921.45	906.744	1056.83	1146.5	1964.43	1102.91	1650.81	600.975	38.1409	328.017	275.448	929.678	592.142	119.319	0	308.837	49.9167	759.18	143.442	407.799	71.0377	218.006	511.985	193.213	62.1564	497.202	287.252	31.3023	198.407	148.115	2128.87	9.86091	0	0	0	0	0	0	0
Streptococcus parasanguinis	105.887	400.089	0	20.4621	196.289	59.895	126.492	432.997	89.4082	40.09	259.571	394.522	556.937	220.249	256.345	281.587	318.124	22.2983	7.94889	10.4322	0	74.4989	98.9067	122.59	50.4978	183.982	125.53	132.587	115.344	17.4067	21.5278	93.5633	23.6278	216.177	16.7911	156.684	22.0733	201.1	130.594	26.2133	5.54778	0	16.5444	0	0	0	0	0	0	0	28.1545	25.2211	13.546	0	0	12.7564	829.604	0	0	0	0	39.953	44.0245	0	42.613	0	0	14.203	73.0855	458.929	190.416	246.778	41.0386	19.674	104.098	0	523.801	362.193	0	139.641	218.281	5.92222	83.5121	53.3443	94.8836	105.906	75.165	0	473.165	115.789	511.049	564	82.7187	249.183	86.2027	83.3269	726.287	215.995	768.435	22.3683	117.095	124.112	290.973	175.797	243.856	0	160.357	124.264	740.158	74.0279	0	385.023	895.525	31.6313	37.1838	0	7.88933	6.10727	28.3936	45.7887	26.7575	28.8069	5.13545	67.1956	40.535	28.4131	30.5431	22.105	56.1006	0	218.655	49.8513	16.634	31.5256	0	17.3529	28.5181	10.7945	7.49	399.957	147.193	9.051	181.171	419.981	17.3193	388.635	648.883	436.822	298.287	208.235	311.966	368.503	214.68	597.842	198.857	251.392	146.319	91.3885	874.716	717.179	1685.54	131.597	26.4746	0	848.721	137.408	1511.84	266.084	1157.8	360.473	222.625	929.102	535.645	254.439	1335.71	1155.67	25.0392	91.3031	137.174	9.03333	24.9931	0	0	0	0	0	0	0
Streptococcus oralis_W	19.0639	53.0487	0	12.6841	78.5352	27.4822	57.4861	151.118	61.7617	8.724	80.9222	67.6022	233.503	63.4709	106.063	315.608	193.002	8.78187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.274	41.38	44.5922	0	0	0	0	31.052	0	0	0	8.4	0	0	0	5.437	0	0	0	20.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.42538	0	6.10333	4.95889	7.416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6581	0	0	6.318	0	0	11.9895	0	0	0	9.31833	8.18476	12.8314	0	0	8.25235	0	10.8637	21.9295	7.56625	6.90474	0	0	9.24227	8.32286	5.49909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus anginosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.20071	6.66643	312.664	5.9325	8.074	9.585	20.7094	8.49933	6.52867	4.865	12.5219	63.9641	12.1431	6.21267	8.60133	0	12.36	10.448	11.6781	0	0	12.5425	8.49	0	11.2756	0	0	0	0	56.2867	0	0	0	0	22.98	27.6389	0	0	22.75	7.89111	25.75	23.6467	0	18.3844	8.30222	14.5333	10.7033	21.1778	14.3827	57.98	56.7955	0	0	10.8718	0	20.456	832.299	0	0	10.0278	0	0	0	8.65444	13.9864	20.1836	0	21.7545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9129	67.3762	4.53	5.04455	12.6353	70.6867	19.0276	22.9738	388.032	0	16.223	14.4932	15.6025	59.9367	54.6095	17.6129	39.1315	9.28278	28.6271	9.274	15.7285	0	31.9114	33.5495	5.32444	4.72933	91.583	15.689	0	51.483	75.938	7.31556	113.147	163.462	138.547	59.617	39.857	69.181	68.694	36.855	142.898	57.292	59.832	31.206	0	6.10588	13.6963	15.1205	7.34812	0	0	13.1653	4.13125	14.7276	31.6938	20.074	7.40824	13.5978	13.4381	13.0627	4.498	13.6165	26.009	0	4.916	10.2114	347.644	0	0	0	0	0	0	0	0
Actinomyces oris_E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.70778	0	5.38357	13.436	7.79067	4.03889	8.54187	18.9553	11.4363	20.0876	5.49	6.64429	6.84133	0	21.5041	4.00538	12.2418	0	24.6182	19.082	6.62375	0	0	5.635	0	0	3.462	0	0	0	0	7.37818	10.5044	3.37778	3.84556	0	4.89917	9.33	0	0	0	17.302	18.4682	13.64	11.0956	12.97	9.77778	2.899	0	23.6117	30.4771	70.4767	46.6314	5.07889	0	12.1243	0	134.917	0	0	6.1965	17.6619	0	4.52375	7.67381	15.7916	17.5743	12.0562	0	67.4095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.54688	11.4717	0	0	2.75455	9.04	10.9128	10.322	4.57571	0	4.60182	8.56278	8.48056	8.36812	9.96063	14.9672	0	6.46812	18.7411	5.03133	10.4531	0	7.70615	5.00267	4.83812	0	14.82	5.47556	0	41.7708	14.8462	0	19.7231	23.5138	58.1686	13.2582	35.5964	16.818	21.7738	9.73	15.4936	35.505	13.5783	12.676	0	8.94333	8.04769	15.3523	0	0	0	9.39727	0	13.27	15.1092	15.4629	0	0	6.8825	13.3367	0	13.9875	11.5236	0	0	14.2546	0	0	0	0	0	0	0	0	0
Streptococcus mitis_BM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.4118	764.558	101.628	11.5043	206.099	69.4448	7.48545	264.15	10.113	29.305	5.63647	37.2441	49.7368	42.264	77.7882	27.8755	0	8.54714	7.70733	92.59	18.7641	5.41462	63.501	144.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacterales	4.38833	4.685	0	0	0	0	0	0	0	0	8.15154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8589	0	0	0	31.3862	0	14.9262	0	0	0	6.7975	0	2.49222	0	0	0	0	0	0	0	0	8.85944	5.60714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36619	5.16333	0	0	11.5862	0	0	0	0	0	0	0	13.9542	0	0	0	0	0	0	0	5.72267	0	5.5325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalibacterium prausnitzii_D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.13667	0	0	0	16.9894	0	0	0	0	0	0	0	12.9527	0	0	0	0	0	0	0	7.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.0375	6.98077	0	0	0	0	0	497.084	88.9569	0	60.8428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.1322	5.964	0	0	33.1915	0	0	0	0	0	0	0	22.3407	0	0	0	0	0	0	17.1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.338	2.12444	0	8.14529	0	0	5.94278	0	5.60133	0	0	0	0	0	29.9243	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus mitis_Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8981	42.2028	0	206.379	190.747	1060.25	100.542	408.57	826.381	1029.48	285.377	29.6203	91.5475	1496.73	602.386	447.208	90.4075	192.788	130.936	731.509	312.866	1395.52	15.1283	6.07844	807.038	29.9189	0	172.838	0	0	6.94556	0	236.5	54.6078	37.4267	54.5744	21.2411	30.0689	164.896	0	0	0	88.2233	105.922	180.478	125.412	492.42	87.9122	191.368	132.947	187.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.43	135.527	0	0	17.7056	65.4744	35.56	0	203.766	12.1222	52.9167	38.8511	19.1744	83.6433	0	36.3522	0	31.81	47.09	22.56	29.6456	0	0	14.2022	13.0244	6.77778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.76308	12.1088	13.7117	0	4.96	0	12.1876	0	14.1219	20.8791	26.4586	64.1958	6.25187	11.836	15.9037	0	14.438	22.8026	3.54333	7.87	32.2471	4.16444	0	0	0	0	0	0	0	0
Dorea_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67292	3.68214	0	0	36.5562	0	0	3.152	0	0	0	0	21.1626	0	0	0	0	0	0	0	9.25577	0	2.383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus oralis_BA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0979	0	84.9174	0	6.0275	6.477	4.81417	164.746	59.7347	16.2121	27.4205	10.1065	14.15	73.1889	0	0	5.65154	86.2042	90.8721	90.6126	112.838	318.236	74.0153	101.398	75.31	85.0395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.6891	797.283	109.744	19.5811	182.268	58.2645	7.62455	364.636	21.9927	26.8591	0	33.0591	42.1682	41.8282	104.455	40.7718	0	15.9882	0	106.667	17.163	0	86.3327	157.671	92.0128	182.675	16.7931	7.26214	16.77	85.5347	118.376	49.6894	195.529	19.665	54.24	47.8874	71.1184	127.945	65.6083	50.0832	0	39.2021	123.439	57.2237	104.071	0	25.6194	21.0111	53.5526	24.5417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pauljensenia sp000278725	267.803	290.234	0	71.431	666.593	255.273	36.5793	2333.55	36.8058	11.0876	347.94	1426.29	83.7458	41.5335	31.3632	91.5555	1343.85	88.3561	7.09818	51.5825	0	230.475	181.596	391.284	119.362	287.243	227.13	279.276	301.957	71.37	90.5525	659.657	0	485.845	35.3958	325.308	11.1711	586.45	335.327	125.401	8.69583	0	38.1225	45.0935	5.282	18.1662	0	9.87111	8.95789	9.4015	118.323	119.636	62.84	34.1609	26.44	90.7421	800.94	0	0	9.035	290.869	260.126	187.126	55.5845	111.992	52.1474	61.8754	53.3052	152.579	4427.71	746.662	344.773	155.627	21.9842	1291.44	0	4556.85	8.86464	9.13571	29.9241	578.254	8.96769	82.2772	214.051	600.124	157.573	339.766	0	4266.02	162.196	794.387	598.894	166.489	213.444	51.3189	88.3842	544.895	777.761	187.803	52.5889	288.201	215.475	446.363	184.24	399.012	0	342.288	403.824	931.704	78.1437	8.31	149.224	708.089	157.627	389.496	20.809	50.7673	15.448	289.382	418.846	395.122	86.3975	25.7452	185.686	353.226	266.267	238.644	242.843	544.035	3.84	646.369	403.733	20.7364	316.927	4.74063	292.869	138.138	69.2123	34.9627	41.6272	59.125	11.615	479.449	37.4933	11.985	429.501	75.9389	1159	33.4461	609.298	45.3241	68.7017	251.204	59.2333	615.286	330.912	29.8933	62.7138	1201.12	441.436	875.484	87.8113	23.5522	0	393.4	85.7206	895.75	222.227	1607.6	141.707	81.1378	885.671	842.844	106.674	854.686	427.369	11.282	136.172	421.9	10.1881	7.01542	0	0	0	0	0	0	0
Pediococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8809	0	33.9313	0	0	0	0	0	9.51136	0	0	0	0	0	0	6.60273	12.7836	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella dispar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6344	0	0	0	0	7.781	0	92.0809	113.694	24.86	0	0	0	226.073	0	0	0	0	34.1	52.942	0	77.64	0	0	0	57.849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.852	98.4871	198.599	462.838	9.66882	6.37308	0	217.175	30.4035	413.546	40.28	802.526	44.4494	20.815	401.616	561.894	30.5247	824.73	399.205	6.48583	32.9562	99.29	81.8425	4.58778	0	0	0	0	0	0	0
Leptotrichia_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.1647	4.4875	0	0	7.15167	0	0	6.508	0	11.3235	0	2.72273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.96063	0	96.6182	0	12.885	0	0	21.5826	14.4972	0	0	0	14.2208	0	30.4589	0	9.44	0	0	0	9.47545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
